Platform Panic;13;0,0047265;4,816091;-51,19178;29,95507
Platform Panic;13;0,009453;-36,23328;24,45;47,92156
Platform Panic;13;0,029453;-36,23328;24,44972;47,92156
Platform Panic;13;0,0427249;-36,23328;24,44972;47,92156
Platform Panic;13;0,0449837;-36,23328;24,44972;47,92156
Platform Panic;13;0,0470737;-36,23328;24,44972;47,92156
Platform Panic;13;0,0494607;-36,23328;24,44555;47,92156
Platform Panic;13;0,0531032;-36,23328;24,44555;47,92156
Platform Panic;13;0,0553044;-36,23328;24,44555;47,92156
Platform Panic;13;0,0572599;-36,23328;24,44555;47,92156
Platform Panic;13;0,0591614;-36,23328;24,44555;47,92156
Platform Panic;13;0,0617625;-36,23328;24,44555;47,92156
Platform Panic;13;0,0638403;-36,23328;24,44555;47,92156
Platform Panic;13;0,0661142;-36,23328;24,44555;47,92156
Platform Panic;13;0,0685216;-36,23328;24,43806;47,92156
Platform Panic;13;0,071166;-36,23328;24,43806;47,92156
Platform Panic;13;0,0736249;-36,23328;24,43806;47,92156
Platform Panic;13;0,0756064;-36,23328;24,43806;47,92156
Platform Panic;13;0,0775666;-36,23328;24,43806;47,92156
Platform Panic;13;0,0794697;-36,23328;24,43806;47,92156
Platform Panic;13;0,08174191;-36,23328;24,43806;47,92156
Platform Panic;13;0,08486291;-36,23328;24,43806;47,92156
Platform Panic;13;0,08710751;-36,23328;24,43806;47,92156
Platform Panic;13;0,08910601;-36,23328;24,4259;47,92156
Platform Panic;13;0,09130301;-36,23328;24,4259;47,92156
Platform Panic;13;0,09328811;-36,23328;24,4259;47,92156
Platform Panic;13;0,09540721;-36,23328;24,4259;47,92156
Platform Panic;13;0,09768661;-36,23328;24,4259;47,92156
Platform Panic;13;0,09983131;-36,23328;24,4259;47,92156
Platform Panic;13;0,1022828;-36,23328;24,4259;47,92156
Platform Panic;13;0,1045905;-36,23328;24,4259;47,92156
Platform Panic;13;0,1068233;-36,23328;24,4259;47,92156
Platform Panic;13;0,1088337;-36,23328;24,41053;47,92156
Platform Panic;13;0,1111071;-36,23328;24,41053;47,92156
Platform Panic;13;0,1130563;-36,23328;24,41053;47,92156
Platform Panic;13;0,1154404;-36,23328;24,41053;47,92156
Platform Panic;13;0,1186848;-36,23328;24,41053;47,92156
Platform Panic;13;0,1211244;-36,23328;24,41053;47,92156
Platform Panic;13;0,1233175;-36,23328;24,41053;47,92156
Platform Panic;13;0,125641;-36,23328;24,41053;47,92156
Platform Panic;13;0,1276163;-36,23328;24,41053;47,92156
Platform Panic;13;0,1299184;-36,23328;24,3899;47,92156
Platform Panic;13;0,1338255;-36,23328;24,3899;47,92156
Platform Panic;13;0,1374409;-36,23328;24,3899;47,92156
Platform Panic;13;0,1400656;-36,23328;24,3899;47,92156
Platform Panic;13;0,1422485;-36,23328;24,3899;47,92156
Platform Panic;13;0,1446948;-36,23328;24,3899;47,92156
Platform Panic;13;0,1466895;-36,23328;24,3899;47,92156
Platform Panic;13;0,1490244;-36,23328;24,36774;47,92156
Platform Panic;13;0,1527691;-36,23328;24,36774;47,92156
Platform Panic;13;0,1550433;-36,23328;24,36774;47,92156
Platform Panic;13;0,1570382;-36,23328;24,36774;47,92156
Platform Panic;13;0,1591508;-36,23328;24,36774;47,92156
Platform Panic;13;0,1614041;-36,23328;24,36774;47,92156
Platform Panic;13;0,1634052;-36,23328;24,36774;47,92156
Platform Panic;13;0,1655294;-36,23328;24,36774;47,92156
Platform Panic;13;0,167607;-36,23328;24,36774;47,92156
Platform Panic;13;0,1705469;-36,23328;24,33849;47,92156
Platform Panic;13;0,1738545;-36,23328;24,33849;47,92156
Platform Panic;13;0,176653;-36,23328;24,33849;47,92156
Platform Panic;13;0,1790822;-36,23328;24,33849;47,92156
Platform Panic;13;0,1819366;-36,23328;24,33849;47,92156
Platform Panic;13;0,1850685;-36,23328;24,33849;47,92156
Platform Panic;13;0,1873196;-36,23328;24,33849;47,92156
Platform Panic;13;0,1894534;-36,23328;24,30943;47,92156
Platform Panic;13;0,1924684;-36,23328;24,30943;47,92156
Platform Panic;13;0,1951248;-36,23328;24,30943;47,92156
Platform Panic;13;0,1974652;-36,23328;24,30943;47,92156
Platform Panic;13;0,1998511;-36,23328;24,30943;47,92156
Platform Panic;13;0,2026601;-36,23328;24,30943;47,92156
Platform Panic;13;0,2087356;-36,23328;24,27636;47,92156
Platform Panic;13;0,2114357;-36,23328;24,27636;47,92156
Platform Panic;13;0,2135416;-36,23328;24,27636;47,92156
Platform Panic;13;0,2165423;-36,23328;24,27636;47,92156
Platform Panic;13;0,219058;-36,23328;24,27636;47,92156
Platform Panic;13;0,2216503;-36,23328;24,27636;47,92156
Platform Panic;13;0,2238426;-36,23328;24,27636;47,92156
Platform Panic;13;0,2261022;-36,23328;24,27636;47,92156
Platform Panic;13;0,2285083;-36,23328;24,23886;47,92156
Platform Panic;13;0,2312087;-36,23328;24,23886;47,92156
Platform Panic;13;0,2337456;-36,23328;24,23886;47,92156
Platform Panic;13;0,2359352;-36,23328;24,23886;47,92156
Platform Panic;13;0,238396;-36,23328;24,23886;47,92156
