One Step At A Time;2;0.0141627;4.816091;-51.19178;29.95507
One Step At A Time;2;0.0283254;-0.6457596;19.02124;35.81996
One Step At A Time;2;0.0483254;-0.6457606;19.2004;35.81996
One Step At A Time;2;0.06871089;-0.6457618;19.40425;35.81996
One Step At A Time;2;0.07592759;-0.6457625;19.44201;35.81996
One Step At A Time;2;0.08357079;-0.6457625;19.44201;35.81996
One Step At A Time;2;0.09129009;-0.6457637;19.4972;35.81996
One Step At A Time;2;0.097481;-0.6457637;19.4972;35.81996
One Step At A Time;2;0.1042286;-0.6457637;19.4972;35.81996
One Step At A Time;2;0.1101584;-0.6457637;19.4972;35.81996
One Step At A Time;2;0.1156463;-0.645765;19.51239;35.81996
One Step At A Time;2;0.122249;-0.645765;19.51239;35.81996
One Step At A Time;2;0.1282177;-0.645765;19.51239;35.81996
One Step At A Time;2;0.1347573;-0.6457659;19.51474;35.81996
One Step At A Time;2;0.1416891;-0.6457659;19.51474;35.81996
One Step At A Time;2;0.1481747;-0.6457659;19.51474;35.81996
One Step At A Time;2;0.1547951;-0.6457669;19.51524;35.81996
One Step At A Time;2;0.1611008;-0.6457669;19.51524;35.81996
One Step At A Time;2;0.167215;-0.6457669;19.51524;35.81996
One Step At A Time;2;0.1737726;-0.6457684;19.51534;35.81997
One Step At A Time;2;0.1809394;-0.6457684;19.51534;35.81997
One Step At A Time;2;0.187806;-0.6457684;19.51534;35.81997
One Step At A Time;2;0.1950752;-0.6457704;19.51538;35.81997
One Step At A Time;2;0.2056439;-0.6457704;19.51538;35.81997
One Step At A Time;2;0.2115539;-0.645772;19.51537;35.81997
One Step At A Time;2;0.2191623;-0.645772;19.51537;35.81997
One Step At A Time;2;0.2264128;-0.645772;19.51537;35.81997
One Step At A Time;2;0.2330137;-0.6457728;19.51537;35.81997
One Step At A Time;2;0.2398711;-0.6457728;19.51537;35.81997
One Step At A Time;2;0.2456569;-0.6457728;19.51537;35.81997
One Step At A Time;2;0.2514671;-0.6457734;19.51536;35.81997
One Step At A Time;2;0.2593004;-0.6457734;19.51536;35.81997
One Step At A Time;2;0.2663075;-0.6457734;19.51536;35.81997
One Step At A Time;2;0.2740053;-0.6457751;19.51537;35.81997
One Step At A Time;2;0.2810806;-0.6457751;19.51537;35.81997
One Step At A Time;2;0.288355;-0.6457751;19.51537;35.81997
One Step At A Time;2;0.2958022;-0.6457776;19.51538;35.81997
One Step At A Time;2;0.3045483;-0.6457776;19.51538;35.81997
One Step At A Time;2;0.3109929;-0.6457789;19.51537;35.81997
One Step At A Time;2;0.318841;-0.6457789;19.51537;35.81997
One Step At A Time;2;0.325437;-0.6457789;19.51537;35.81997
One Step At A Time;2;0.3317392;-0.6457799;19.51537;35.81998
One Step At A Time;2;0.3409708;-0.6457799;19.51537;35.81998
One Step At A Time;2;0.3493676;-0.6457799;19.51537;35.81998
One Step At A Time;2;0.3563717;-0.6457801;19.51537;35.81998
One Step At A Time;2;0.3630036;-0.6457801;19.51537;35.81998
One Step At A Time;2;0.3732391;-0.6457805;19.51535;35.81998
One Step At A Time;2;0.3800804;-0.6457805;19.51535;35.81998
One Step At A Time;2;0.3893959;-0.6457805;19.51535;35.81998
One Step At A Time;2;0.3980496;-0.6457808;19.51537;35.81998
One Step At A Time;2;0.4062593;-0.6457808;19.51537;35.81998
One Step At A Time;2;0.4148891;-0.6457808;19.51538;35.81998
One Step At A Time;2;0.4225059;-0.6457808;19.51538;35.81998
One Step At A Time;2;0.4296998;-0.6457808;19.51538;35.81998
One Step At A Time;2;0.4374772;-0.6457816;19.51537;35.81998
One Step At A Time;2;0.4455603;-0.6457816;19.51537;35.81998
One Step At A Time;2;0.4557957;-0.6457824;19.51537;35.81998
One Step At A Time;2;0.4644679;-0.6457824;19.51537;35.81998
One Step At A Time;2;0.4724055;-0.6457836;19.51537;35.81998
One Step At A Time;2;0.4800184;-0.6457836;19.51537;35.81998
One Step At A Time;2;0.4871997;-0.6457836;19.51537;35.81998
One Step At A Time;2;0.4943302;-0.6457866;19.51536;35.81998
One Step At A Time;2;0.5031045;-0.6457866;19.51536;35.81998
One Step At A Time;2;0.5106158;-0.6457877;19.51538;35.81998
One Step At A Time;2;0.5175338;-0.6457877;19.51538;35.81998
One Step At A Time;2;0.5253868;-0.6457877;19.51538;35.81998
One Step At A Time;2;0.5325452;-0.6457891;19.51537;35.81998
One Step At A Time;2;0.5403528;-0.6457891;19.51537;35.81998
One Step At A Time;2;0.5470673;-0.6457891;19.51537;35.81998
One Step At A Time;2;0.5539989;-0.6457912;19.51536;35.81998
One Step At A Time;2;0.5623434;-0.6457912;19.51536;35.81998
One Step At A Time;2;0.5703444;-0.6457912;19.51536;35.81998
One Step At A Time;2;0.578508;-0.6457937;19.51536;35.81998
